sym,date,whale_time,hour,bar_k,entry,whale_low,whale_high,spike,pace,clv,rng_x,new_high,above_vwap,lifting,confirmed,rsi,pattern,score,room_pct,breakout,trend,near_low,atr5_pct,atr5_abs,atr_d_pct,v3,first_of_day,fill,slip_pct,mfe_d0,mae_d0,close_d0,mfe_d1,close_d1,stoppct_whale,o_d0_t0.5_whale,p_d0_t0.5_whale,o_d1_t0.5_whale,p_d1_t0.5_whale,o_d0_t1.0_whale,p_d0_t1.0_whale,o_d1_t1.0_whale,p_d1_t1.0_whale,o_d0_t1.5_whale,p_d0_t1.5_whale,o_d1_t1.5_whale,p_d1_t1.5_whale,o_d0_t2.0_whale,p_d0_t2.0_whale,o_d1_t2.0_whale,p_d1_t2.0_whale,stoppct_p05,o_d0_t0.5_p05,p_d0_t0.5_p05,o_d1_t0.5_p05,p_d1_t0.5_p05,o_d0_t1.0_p05,p_d0_t1.0_p05,o_d1_t1.0_p05,p_d1_t1.0_p05,o_d0_t1.5_p05,p_d0_t1.5_p05,o_d1_t1.5_p05,p_d1_t1.5_p05,o_d0_t2.0_p05,p_d0_t2.0_p05,o_d1_t2.0_p05,p_d1_t2.0_p05,stoppct_p10,o_d0_t0.5_p10,p_d0_t0.5_p10,o_d1_t0.5_p10,p_d1_t0.5_p10,o_d0_t1.0_p10,p_d0_t1.0_p10,o_d1_t1.0_p10,p_d1_t1.0_p10,o_d0_t1.5_p10,p_d0_t1.5_p10,o_d1_t1.5_p10,p_d1_t1.5_p10,o_d0_t2.0_p10,p_d0_t2.0_p10,o_d1_t2.0_p10,p_d1_t2.0_p10,stoppct_p20,o_d0_t0.5_p20,p_d0_t0.5_p20,o_d1_t0.5_p20,p_d1_t0.5_p20,o_d0_t1.0_p20,p_d0_t1.0_p20,o_d1_t1.0_p20,p_d1_t1.0_p20,o_d0_t1.5_p20,p_d0_t1.5_p20,o_d1_t1.5_p20,p_d1_t1.5_p20,o_d0_t2.0_p20,p_d0_t2.0_p20,o_d1_t2.0_p20,p_d1_t2.0_p20,stoppct_atr1,o_d0_t0.5_atr1,p_d0_t0.5_atr1,o_d1_t0.5_atr1,p_d1_t0.5_atr1,o_d0_t1.0_atr1,p_d0_t1.0_atr1,o_d1_t1.0_atr1,p_d1_t1.0_atr1,o_d0_t1.5_atr1,p_d0_t1.5_atr1,o_d1_t1.5_atr1,p_d1_t1.5_atr1,o_d0_t2.0_atr1,p_d0_t2.0_atr1,o_d1_t2.0_atr1,p_d1_t2.0_atr1
ASML,2026-07-14,15:30,15,72,1771.21,1766.0,1773.93,2.05,1.82,0.89,1.67,False,False,False,False,30.4,بدون,63,1.53,False,False,False,0.286,5.0614013671875,5.64,False,False,1770.74,-0.03,0.88,-0.28,0.26,3.35,3.06,0.49,target,0.53,target,0.53,none,0.26,target,3.06,none,0.26,target,3.06,none,0.26,target,3.06,0.5,target,0.53,target,0.53,none,0.26,target,3.06,none,0.26,target,3.06,none,0.26,target,3.06,1.0,target,0.53,target,0.53,none,0.26,target,3.06,none,0.26,target,3.06,none,0.26,target,3.06,2.0,target,0.53,target,0.53,none,0.26,target,3.06,none,0.26,target,3.06,none,0.26,target,3.06,0.29,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26,stop,-0.26
MPWR,2026-07-14,15:30,15,72,1377.36,1371.79,1379.12,2.38,1.18,0.8,1.9,False,False,False,False,31.0,بدون,58,1.74,False,False,False,0.328,4.516557965959821,7.06,False,True,1377.36,-0.0,0.55,-0.38,-0.12,2.08,-1.82,0.6,target,0.5,target,0.5,none,-0.12,target,2.04,none,-0.12,target,2.04,none,-0.12,target,2.04,0.5,target,0.5,target,0.5,none,-0.12,target,2.04,none,-0.12,target,2.04,none,-0.12,target,2.04,1.0,target,0.5,target,0.5,none,-0.12,target,2.04,none,-0.12,target,2.04,none,-0.12,target,2.04,2.0,target,0.5,target,0.5,none,-0.12,target,2.04,none,-0.12,target,2.04,none,-0.12,target,2.04,0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33,stop,-0.33
QCOM,2026-07-14,15:30,15,72,178.96,177.64,179.14,2.39,1.25,0.87,2.58,False,False,False,False,38.0,بدون,60,6.16,False,False,False,0.366,0.6507001604352679,6.76,False,True,178.96,0.0,0.21,-0.84,-0.48,0.98,-0.57,0.94,none,-0.48,target,0.5,none,-0.48,stop,-0.94,none,-0.48,stop,-0.94,none,-0.48,stop,-0.94,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,none,-0.48,target,0.5,none,-0.48,stop,-1.0,none,-0.48,stop,-1.0,none,-0.48,stop,-1.0,2.0,none,-0.48,target,0.5,none,-0.48,stop,-2.0,none,-0.48,stop,-2.0,none,-0.48,stop,-2.0,0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36,stop,-0.36
AAPL,2026-07-15,09:40,9,2,320.8,318.88,321.2,4.59,1.05,0.99,4.42,True,True,True,True,78.7,بدون,84,990.0,True,True,False,0.238,0.7603280203683036,2.85,False,True,320.78,-0.01,2.48,-0.22,2.12,4.33,3.89,0.8,target,0.51,target,0.51,target,1.01,target,1.01,target,1.51,target,1.51,target,2.01,target,2.01,0.5,target,0.51,target,0.51,target,1.01,target,1.01,target,1.51,target,1.51,target,2.01,target,2.01,1.0,target,0.51,target,0.51,target,1.01,target,1.01,target,1.51,target,1.51,target,2.01,target,2.01,2.0,target,0.51,target,0.51,target,1.01,target,1.01,target,1.51,target,1.51,target,2.01,target,2.01,0.24,target,0.51,target,0.51,target,1.01,target,1.01,target,1.51,target,1.51,target,2.01,target,2.01
CAT,2026-07-15,09:40,9,2,928.98,930.07,934.99,2.01,1.21,0.65,2.01,False,True,False,False,52.4,بدون,58,3.62,False,False,False,0.323,3.015476771763393,4.96,False,True,928.78,-0.02,0.0,-4.13,-1.56,0.0,-5.55,0.08,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,stop,-0.06,0.5,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,1.0,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,2.0,stop,-1.98,stop,-1.98,stop,-1.98,stop,-1.98,stop,-1.98,stop,-1.98,stop,-1.98,stop,-1.98,0.32,stop,-0.3,stop,-0.3,stop,-0.3,stop,-0.3,stop,-0.3,stop,-0.3,stop,-0.3,stop,-0.3
MRK,2026-07-15,09:40,9,2,124.25,123.67,124.06,2.09,3.44,0.56,1.51,False,False,False,True,83.6,بدون,62,0.37,False,False,False,0.409,0.5062735421316964,2.92,False,True,124.22,-0.02,0.55,-1.18,-0.5,3.79,2.78,0.67,target,0.52,target,0.52,stop,-0.64,stop,-0.64,stop,-0.64,stop,-0.64,stop,-0.64,stop,-0.64,0.5,target,0.52,target,0.52,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,stop,-0.48,1.0,target,0.52,target,0.52,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,stop,-0.98,2.0,target,0.52,target,0.52,none,-0.5,target,1.02,none,-0.5,target,1.52,none,-0.5,target,2.02,0.41,target,0.52,target,0.52,stop,-0.38,stop,-0.38,stop,-0.38,stop,-0.38,stop,-0.38,stop,-0.38
AMZN,2026-07-15,09:45,9,3,251.75,250.36,251.79,2.37,1.05,0.7,2.04,False,False,False,True,70.2,بدون,55,0.46,False,True,False,0.407,1.021392822265625,3.06,False,True,251.82,0.03,1.85,-0.15,1.22,2.49,-0.76,0.75,target,0.47,target,0.47,target,0.97,target,0.97,target,1.47,target,1.47,none,1.22,target,1.97,0.5,target,0.47,target,0.47,target,0.97,target,0.97,target,1.47,target,1.47,none,1.22,target,1.97,1.0,target,0.47,target,0.47,target,0.97,target,0.97,target,1.47,target,1.47,none,1.22,target,1.97,2.0,target,0.47,target,0.47,target,0.97,target,0.97,target,1.47,target,1.47,none,1.22,target,1.97,0.41,target,0.47,target,0.47,target,0.97,target,0.97,target,1.47,target,1.47,none,1.22,target,1.97
ASML,2026-07-15,09:45,9,3,1786.75,1761.36,1790.0,4.43,3.23,0.6,2.56,False,False,False,False,38.6,بدون,83,2.42,False,False,False,0.786,13.858197893415179,5.08,False,True,1787.18,0.02,2.12,-2.88,2.12,3.71,-0.09,1.62,target,0.48,target,0.48,stop,-1.64,stop,-1.64,stop,-1.64,stop,-1.64,stop,-1.64,stop,-1.64,0.5,target,0.48,target,0.48,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,1.0,target,0.48,target,0.48,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,2.0,target,0.48,target,0.48,stop,-2.02,stop,-2.02,stop,-2.02,stop,-2.02,stop,-2.02,stop,-2.02,0.78,target,0.48,target,0.48,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8,stop,-0.8
CRWD,2026-07-15,09:45,9,3,211.92,208.34,211.49,2.0,2.06,0.52,2.12,False,False,False,False,48.9,بدون,59,2.63,False,True,False,0.869,1.8185828072684151,5.09,False,True,211.94,0.01,0.5,-3.23,-2.43,0.5,-3.85,1.89,target,0.49,target,0.49,stop,-1.9,stop,-1.9,stop,-1.9,stop,-1.9,stop,-1.9,stop,-1.9,0.5,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,target,0.49,target,0.49,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,target,0.49,target,0.49,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,0.86,target,0.49,target,0.49,stop,-0.87,stop,-0.87,stop,-0.87,stop,-0.87,stop,-0.87,stop,-0.87
TXN,2026-07-15,09:45,9,3,305.34,301.58,303.84,5.88,1.55,1.0,1.71,False,False,False,False,36.1,بدون,81,2.18,False,True,False,0.548,1.6614270891462053,4.92,False,True,305.11,-0.08,0.91,-3.14,-1.28,0.91,-4.5,1.43,target,0.58,target,0.58,stop,-1.35,stop,-1.35,stop,-1.35,stop,-1.35,stop,-1.35,stop,-1.35,0.5,target,0.58,target,0.58,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,1.0,target,0.58,target,0.58,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,2.0,target,0.58,target,0.58,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,0.54,target,0.58,target,0.58,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47
FTNT,2026-07-15,09:50,9,4,167.93,166.75,168.09,2.41,1.08,0.99,1.96,False,False,False,False,52.8,بدون,57,1.44,False,True,False,0.544,0.9079862322126117,4.19,False,True,167.95,0.01,0.97,-2.93,-2.08,0.97,-4.28,0.9,target,0.49,target,0.49,stop,-0.91,stop,-0.91,stop,-0.91,stop,-0.91,stop,-0.91,stop,-0.91,0.5,target,0.49,target,0.49,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,target,0.49,target,0.49,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,target,0.49,target,0.49,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,stop,-2.01,0.54,target,0.49,target,0.49,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55,stop,-0.55
TSLA,2026-07-15,09:55,10,5,399.05,397.67,398.85,2.55,1.25,0.79,0.9,False,False,False,False,50.3,بدون,61,1.89,False,False,False,0.485,1.9312678745814733,4.69,False,True,399.01,-0.01,0.34,-2.09,-1.21,0.34,-1.98,0.55,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,stop,-0.54,0.5,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,stop,-0.49,1.0,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,stop,-0.99,2.0,stop,-1.99,stop,-1.99,stop,-1.99,stop,-1.99,stop,-1.99,stop,-1.99,stop,-1.99,stop,-1.99,0.48,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47,stop,-0.47
SHOP,2026-07-15,10:00,10,6,122.77,120.94,122.62,2.9,1.51,0.98,2.33,False,False,False,False,19.9,بدون,69,3.93,False,True,False,0.758,0.9167709350585938,4.9,False,True,122.85,0.07,3.52,-0.07,0.59,4.1,1.84,1.69,target,0.43,target,0.43,target,0.93,target,0.93,target,1.43,target,1.43,target,1.93,target,1.93,0.5,target,0.43,target,0.43,target,0.93,target,0.93,target,1.43,target,1.43,target,1.93,target,1.93,1.0,target,0.43,target,0.43,target,0.93,target,0.93,target,1.43,target,1.43,target,1.93,target,1.93,2.0,target,0.43,target,0.43,target,0.93,target,0.93,target,1.43,target,1.43,target,1.93,target,1.93,0.75,target,0.43,target,0.43,target,0.93,target,0.93,target,1.43,target,1.43,target,1.93,target,1.93
MSFT,2026-07-15,10:05,10,7,394.16,392.68,393.97,2.35,1.03,0.78,0.97,True,True,False,True,69.7,بدون,71,990.0,True,False,False,0.468,1.8388432094029017,3.25,False,True,394.14,-0.01,1.22,-0.19,0.38,3.01,1.77,0.57,target,0.51,target,0.51,target,1.01,target,1.01,none,0.38,target,1.51,none,0.38,target,2.01,0.5,target,0.51,target,0.51,target,1.01,target,1.01,none,0.38,stop,-0.49,none,0.38,stop,-0.49,1.0,target,0.51,target,0.51,target,1.01,target,1.01,none,0.38,target,1.51,none,0.38,target,2.01,2.0,target,0.51,target,0.51,target,1.01,target,1.01,none,0.38,target,1.51,none,0.38,target,2.01,0.47,target,0.51,target,0.51,target,1.01,target,1.01,none,0.38,stop,-0.46,none,0.38,stop,-0.46
AAPL,2026-07-15,10:10,10,8,325.41,323.65,324.98,2.64,1.57,0.85,1.42,True,True,True,True,83.5,بدون,77,990.0,True,True,False,0.419,1.3573848179408483,2.85,False,False,325.41,-0.0,1.02,-0.57,0.67,2.85,2.42,0.74,target,0.5,target,0.5,target,1.0,target,1.0,none,0.67,target,1.5,none,0.67,target,2.0,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,target,0.5,target,0.5,target,1.0,target,1.0,none,0.67,target,1.5,none,0.67,target,2.0,2.0,target,0.5,target,0.5,target,1.0,target,1.0,none,0.67,target,1.5,none,0.67,target,2.0,0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42
ABBV,2026-07-15,10:20,10,10,246.24,245.7,247.09,2.56,1.16,0.94,1.67,True,True,True,False,53.5,بدون,70,990.0,True,True,False,0.409,1.00628662109375,2.78,False,True,246.3,0.02,0.59,-1.12,-0.85,3.35,3.28,0.42,target,0.48,target,0.48,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,stop,-0.44,0.5,target,0.48,target,0.48,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,1.0,target,0.48,target,0.48,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,2.0,target,0.48,target,0.48,none,-0.85,target,0.98,none,-0.85,target,1.48,none,-0.85,target,1.98,0.41,target,0.48,target,0.48,stop,-0.43,stop,-0.43,stop,-0.43,stop,-0.43,stop,-0.43,stop,-0.43
MDT,2026-07-15,10:20,10,10,81.3,80.95,81.42,2.55,1.7,0.9,1.48,True,True,True,True,71.3,بدون,82,990.0,True,False,False,0.492,0.3984282357352121,3.03,False,True,81.31,0.01,0.7,-1.23,-1.01,4.28,2.77,0.63,target,0.49,target,0.49,stop,-0.64,stop,-0.64,stop,-0.64,stop,-0.64,stop,-0.64,stop,-0.64,0.5,target,0.49,target,0.49,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,target,0.49,target,0.49,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,stop,-1.01,2.0,target,0.49,target,0.49,none,-1.01,target,0.99,none,-1.01,target,1.49,none,-1.01,target,1.99,0.49,target,0.49,target,0.49,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5
DELL,2026-07-15,10:40,10,14,404.39,397.69,404.56,2.43,2.0,1.0,1.17,False,False,False,False,9.9,بدون,70,14.61,False,True,False,1.9,7.605619158063616,6.62,False,True,404.39,0.0,2.9,-3.28,1.94,2.9,-3.25,1.85,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,stop,-1.85,stop,-1.85,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0,2.0,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,stop,-2.0,stop,-2.0,1.88,target,0.5,target,0.5,target,1.0,target,1.0,target,1.5,target,1.5,stop,-1.88,stop,-1.88
ADI,2026-07-15,10:45,10,15,386.58,385.58,386.96,2.13,1.11,0.8,0.62,False,False,False,False,32.0,بدون,55,3.32,False,False,False,0.6,2.3199920654296875,4.13,False,True,386.58,-0.0,1.43,-0.85,1.11,1.43,-1.51,0.46,target,0.5,target,0.5,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,0.5,target,0.5,target,0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,stop,-0.5,1.0,target,0.5,target,0.5,target,1.0,target,1.0,none,1.11,stop,-1.7,none,1.11,stop,-1.7,2.0,target,0.5,target,0.5,target,1.0,target,1.0,none,1.11,stop,-2.0,none,1.11,stop,-2.0,0.6,target,0.5,target,0.5,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6,stop,-0.6
PG,2026-07-15,10:50,10,16,148.07,147.87,148.18,2.03,1.11,0.97,0.66,False,True,False,True,66.5,بدون,69,0.35,False,False,False,0.304,0.44907052176339285,2.24,False,True,148.09,0.01,0.18,-0.61,-0.04,2.32,2.3,0.33,stop,-0.35,stop,-0.35,stop,-0.35,stop,-0.35,stop,-0.35,stop,-0.35,stop,-0.35,stop,-0.35,0.5,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,stop,-0.51,1.0,none,-0.04,target,0.95,none,-0.04,target,0.99,none,-0.04,target,1.49,none,-0.04,target,1.99,2.0,none,-0.04,target,0.95,none,-0.04,target,0.99,none,-0.04,target,1.49,none,-0.04,target,1.99,0.3,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32,stop,-0.32
ETN,2026-07-15,11:05,11,19,409.68,408.62,412.05,2.29,1.07,0.84,1.5,False,True,False,False,39.4,بدون,66,2.27,False,True,False,0.527,2.1571241106305803,4.07,False,True,409.35,-0.08,1.18,-1.93,0.86,1.18,-3.22,0.46,stop,-0.38,stop,-0.38,stop,-0.38,stop,-0.38,stop,-0.38,stop,-0.38,stop,-0.38,stop,-0.38,0.5,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,stop,-0.42,1.0,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,stop,-0.92,2.0,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,stop,-1.92,0.53,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45,stop,-0.45
BSX,2026-07-15,11:15,11,21,43.53,43.4,43.58,2.31,1.19,1.0,0.81,False,True,False,True,60.7,بدون,73,0.14,False,False,True,0.439,0.19064985002790177,3.54,False,True,43.54,0.02,0.13,-1.37,-1.1,4.39,2.47,0.5,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,0.5,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,stop,-0.52,1.0,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,stop,-1.02,2.0,none,-1.1,target,1.47,none,-1.1,target,1.47,none,-1.1,target,1.48,none,-1.1,target,1.98,0.44,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46,stop,-0.46
